,Area_Code,State,Occupation_Code,Occupation_Title,Total_Employment,Mean_Hourly_Income,Hourly_10th_Percentile,Hourly_25th_Percentile,Median_Hourly_Income,Hourly_75th_Percentile,Hourly_90th_Percentile,Mean_Annual_Income,Annual_10th_Percentile,Annual_25th_Percentile,Median_Annual_Income,Annual_75th_Percentile,Annual_90th_Percentile
21561,35,New Mexico,15-1245,Database Administrators and Architects,560,37.37,22.71,30.27,36.18,44.36,54.95,"77,730","47,230","62,970","75,250","92,280","114,300"
21562,35,New Mexico,15-1251,Computer Programmers,720,34.12,10.17,23.97,33.81,42.56,52.99,"70,970","21,150","49,850","70,320","88,520","110,210"
21563,35,New Mexico,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,"3,490",42.78,19.93,30.64,42.25,54.94,66.79,"88,980","41,450","63,730","87,880","114,280","138,930"
21564,35,New Mexico,15-1257,Web Developers and Digital Interface Designers,280,28.46,18.84,22.83,27.76,32.73,39.71,"59,200","39,180","47,480","57,740","68,070","82,600"
21565,35,New Mexico,15-1299,"Computer Occupations, All Other","1,200",36.84,20.26,28.56,36.13,44.69,54.54,"76,630","42,150","59,400","75,140","92,950","113,440"
21566,35,New Mexico,15-2021,Mathematicians,60,60.04,43.56,50.55,57.93,66.80,82.69,"124,870","90,610","105,140","120,490","138,950","172,000"
21567,35,New Mexico,15-2031,Operations Research Analysts,340,41.39,22.40,29.44,39.25,53.53,63.78,"86,100","46,600","61,230","81,630","111,330","132,670"
21568,35,New Mexico,15-2041,Statisticians,90,39.62,17.59,27.10,37.23,50.70,62.72,"82,400","36,580","56,360","77,450","105,450","130,450"
21569,35,New Mexico,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",30,32.72,23.22,26.54,31.44,36.67,47.66,"68,050","48,290","55,210","65,390","76,270","99,140"
21655,35,New Mexico,23-1011,Lawyers,"3,560",49.66,27.69,33.56,42.16,59.34,83.54,"103,290","57,590","69,810","87,690","123,420","173,770"
21656,35,New Mexico,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",160,38.33,19.92,22.19,29.41,49.08,79.87,"79,730","41,430","46,150","61,170","102,080","166,130"
21657,35,New Mexico,23-1023,"Judges, Magistrate Judges, and Magistrates",340,40.15,8.80,15.32,43.71,61.35,61.50,"83,510","18,300","31,870","90,910","127,620","127,930"
21658,35,New Mexico,23-2011,Paralegals and Legal Assistants,"1,340",23.57,15.55,19.11,22.43,27.35,34.22,"49,020","32,340","39,750","46,650","56,880","71,180"
21659,35,New Mexico,23-2093,"Title Examiners, Abstractors, and Searchers",480,22.41,10.91,16.35,20.71,27.16,36.49,"46,620","22,700","34,020","43,070","56,480","75,910"
21660,35,New Mexico,23-2099,"Legal Support Workers, All Other",120,23.30,16.10,17.96,21.29,23.95,27.67,"48,450","33,500","37,350","44,270","49,810","57,540"
21662,35,New Mexico,25-1011,"Business Teachers, Postsecondary",240,*,*,*,*,*,*,"80,080","48,350","64,770","84,120","96,990","104,530"
21663,35,New Mexico,25-1021,"Computer Science Teachers, Postsecondary",110,*,*,*,*,*,*,"79,380","52,770","61,590","79,010","95,680","105,040"
21664,35,New Mexico,25-1022,"Mathematical Science Teachers, Postsecondary",110,*,*,*,*,*,*,"58,640","19,030","42,020","52,880","72,790","98,490"
21665,35,New Mexico,25-1032,"Engineering Teachers, Postsecondary",70,*,*,*,*,*,*,"85,110","34,000","67,630","89,220","108,360","125,380"
21666,35,New Mexico,25-1042,"Biological Science Teachers, Postsecondary",60,*,*,*,*,*,*,"72,150","49,130","56,980","68,270","83,210","99,660"
21667,35,New Mexico,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",40,*,*,*,*,*,*,"53,350","25,280","29,740","51,800","77,920","93,190"
21668,35,New Mexico,25-1066,"Psychology Teachers, Postsecondary",40,*,*,*,*,*,*,"66,070","19,090","50,660","60,480","77,130","101,540"
21669,35,New Mexico,25-1069,"Social Sciences Teachers, Postsecondary, All Other",370,*,*,*,*,*,*,"87,360","59,200","74,170","91,990","100,420","105,480"
21670,35,New Mexico,25-1071,"Health Specialties Teachers, Postsecondary",**,*,*,*,*,*,*,"150,480","59,450","88,520","141,390","199,740",#
21671,35,New Mexico,25-1072,"Nursing Instructors and Teachers, Postsecondary",90,*,*,*,*,*,*,"67,410","45,850","55,310","65,780","77,560","91,880"
21672,35,New Mexico,25-1081,"Education Teachers, Postsecondary",100,*,*,*,*,*,*,"67,120","18,520","37,010","64,410","83,500","120,590"
21673,35,New Mexico,25-1113,"Social Work Teachers, Postsecondary",50,*,*,*,*,*,*,*,*,*,*,*,*
21674,35,New Mexico,25-1121,"Art, Drama, and Music Teachers, Postsecondary",150,*,*,*,*,*,*,"55,680","39,720","45,430","52,700","61,310","75,970"
21675,35,New Mexico,25-1123,"English Language and Literature Teachers, Postsecondary",100,*,*,*,*,*,*,"55,730","25,160","39,380","50,960","63,620","85,900"
21676,35,New Mexico,25-1124,"Foreign Language and Literature Teachers, Postsecondary",**,*,*,*,*,*,*,"26,950","16,460","17,190","18,400","19,620","57,910"
21677,35,New Mexico,25-1125,"History Teachers, Postsecondary",40,*,*,*,*,*,*,"72,470","52,370","56,840","63,480","76,620","92,920"
21678,35,New Mexico,25-1194,"Career/Technical Education Teachers, Postsecondary",730,24.77,10.41,14.91,23.22,32.08,38.46,"51,530","21,650","31,020","48,300","66,730","80,010"
21679,35,New Mexico,25-1199,"Postsecondary Teachers, All Other","4,070",*,*,*,*,*,*,"74,120","24,620","50,700","66,350","94,510","125,690"
21680,35,New Mexico,25-2011,"Preschool Teachers, Except Special Education","2,910",15.94,9.13,10.65,13.66,18.55,26.36,"33,160","18,990","22,160","28,420","38,590","54,830"
21681,35,New Mexico,25-2012,"Kindergarten Teachers, Except Special Education","1,370",*,*,*,*,*,*,"52,290","33,760","40,850","51,030","61,920","75,540"
21682,35,New Mexico,25-2021,"Elementary School Teachers, Except Special Education","7,650",*,*,*,*,*,*,"57,330","37,390","44,940","55,080","66,660","84,730"
21683,35,New Mexico,25-2022,"Middle School Teachers, Except Special and Career/Technical Education","3,250",*,*,*,*,*,*,"49,570","35,370","41,230","48,700","57,270","63,180"
21684,35,New Mexico,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education","6,880",*,*,*,*,*,*,"57,410","37,860","45,850","55,700","64,220","84,930"
21685,35,New Mexico,25-2032,"Career/Technical Education Teachers, Secondary School",230,*,*,*,*,*,*,"52,140","36,940","43,490","51,600","59,240","64,760"
21686,35,New Mexico,25-2051,"Special Education Teachers, Preschool",220,*,*,*,*,*,*,"51,070","34,060","40,690","47,010","56,260","64,530"
21687,35,New Mexico,25-2052,"Special Education Teachers, Kindergarten and Elementary School",920,*,*,*,*,*,*,"52,920","34,960","41,770","51,390","61,150","77,900"
21688,35,New Mexico,25-2057,"Special Education Teachers, Middle School",510,*,*,*,*,*,*,"48,460","35,610","41,350","47,960","56,340","61,910"
21689,35,New Mexico,25-2058,"Special Education Teachers, Secondary School","1,170",*,*,*,*,*,*,"55,720","35,700","42,950","54,360","63,310","84,430"
21690,35,New Mexico,25-2059,"Special Education Teachers, All Other",480,*,*,*,*,*,*,"59,150","33,690","45,740","57,490","72,130","91,660"
21691,35,New Mexico,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",410,16.99,9.72,10.59,12.68,19.82,30.41,"35,350","20,220","22,030","26,370","41,220","63,250"
21692,35,New Mexico,25-3021,Self-Enrichment Teachers,"1,030",18.96,9.85,11.78,15.52,23.19,35.35,"39,430","20,480","24,500","32,270","48,230","73,520"
21693,35,New Mexico,25-3031,"Substitute Teachers, Short-Term","3,020",11.86,8.96,9.93,11.47,13.67,15.09,"24,680","18,630","20,650","23,850","28,440","31,390"
21694,35,New Mexico,25-3097,"Tutors and Teachers and Instructors, All Other","2,730",*,*,*,*,*,*,"58,860","27,000","36,800","52,760","63,810","87,090"
21695,35,New Mexico,25-4011,Archivists,70,24.80,15.53,19.56,23.35,30.60,36.01,"51,590","32,300","40,690","48,560","63,650","74,890"
21696,35,New Mexico,25-4012,Curators,110,25.61,19.08,22.46,25.09,28.14,31.08,"53,260","39,680","46,720","52,190","58,530","64,640"
21697,35,New Mexico,25-4013,Museum Technicians and Conservators,80,19.09,11.81,16.09,18.88,22.41,26.76,"39,710","24,570","33,470","39,280","46,610","55,650"
21698,35,New Mexico,25-4022,Librarians and Media Collections Specialists,700,23.10,11.27,16.28,22.48,28.18,36.33,"48,050","23,440","33,860","46,750","58,620","75,560"
21699,35,New Mexico,25-4031,Library Technicians,630,14.53,8.78,10.54,13.85,17.77,22.01,"30,220","18,250","21,930","28,810","36,970","45,790"
21700,35,New Mexico,25-9031,Instructional Coordinators,580,30.50,20.12,24.68,29.16,35.36,44.89,"63,430","41,840","51,330","60,660","73,560","93,380"
21701,35,New Mexico,25-9044,"Teaching Assistants, Postsecondary","1,720",*,*,*,*,*,*,"26,580","17,160","18,120","19,730","33,420","48,180"
21702,35,New Mexico,25-9045,"Teaching Assistants, Except Postsecondary","7,970",*,*,*,*,*,*,"21,550","16,710","17,720","19,420","24,210","29,840"
21703,35,New Mexico,25-9099,"Educational Instruction and Library Workers, All Other",330,19.29,16.11,17.25,18.53,21.37,21.38,"40,130","33,500","35,890","38,550","44,450","44,470"
21738,35,New Mexico,29-1011,Chiropractors,150,30.26,11.08,14.04,29.95,37.94,54.46,"62,940","23,060","29,200","62,290","78,920","113,280"
21739,35,New Mexico,29-1021,"Dentists, General",630,87.70,38.60,60.02,76.81,#,#,"182,420","80,280","124,850","159,760",#,#
21740,35,New Mexico,29-1023,Orthodontists,60,102.91,67.66,72.54,80.66,#,#,"214,050","140,740","150,870","167,770",#,#
21741,35,New Mexico,29-1029,"Dentists, All Other Specialists",70,91.91,54.86,69.48,80.77,#,#,"191,170","114,100","144,520","167,990",#,#
21742,35,New Mexico,29-1031,Dietitians and Nutritionists,380,28.10,18.16,22.33,27.37,33.57,39.15,"58,440","37,770","46,440","56,920","69,830","81,430"
21743,35,New Mexico,29-1041,Optometrists,200,46.47,21.12,27.00,39.51,61.85,77.42,"96,660","43,930","56,170","82,190","128,650","161,040"
21744,35,New Mexico,29-1051,Pharmacists,"1,500",60.64,45.23,53.85,61.86,71.34,77.59,"126,120","94,090","112,000","128,680","148,380","161,390"
21745,35,New Mexico,29-1071,Physician Assistants,650,57.89,43.27,50.63,57.38,64.52,75.66,"120,400","90,000","105,320","119,340","134,200","157,380"
21746,35,New Mexico,29-1081,Podiatrists,70,69.53,21.64,23.48,64.58,92.67,#,"144,630","45,000","48,840","134,320","192,760",#
21747,35,New Mexico,29-1122,Occupational Therapists,630,40.46,26.53,32.28,39.23,47.45,57.93,"84,150","55,180","67,130","81,600","98,690","120,500"
21748,35,New Mexico,29-1123,Physical Therapists,"1,380",45.40,31.07,35.76,43.36,50.62,62.44,"94,430","64,630","74,370","90,180","105,290","129,870"
21749,35,New Mexico,29-1124,Radiation Therapists,70,42.11,29.34,33.98,40.30,47.74,56.74,"87,590","61,030","70,670","83,820","99,310","118,010"
21750,35,New Mexico,29-1125,Recreational Therapists,130,19.82,13.97,16.04,18.25,23.66,28.88,"41,230","29,050","33,370","37,960","49,210","60,080"
21751,35,New Mexico,29-1126,Respiratory Therapists,630,28.09,20.72,23.64,27.91,31.94,37.06,"58,420","43,090","49,170","58,040","66,430","77,080"
21752,35,New Mexico,29-1127,Speech-Language Pathologists,880,36.17,23.83,27.63,34.50,44.48,53.76,"75,230","49,580","57,470","71,760","92,520","111,820"
21753,35,New Mexico,29-1129,"Therapists, All Other",190,33.17,19.27,24.56,30.54,37.97,56.47,"68,990","40,080","51,090","63,530","78,980","117,470"
21754,35,New Mexico,29-1131,Veterinarians,380,45.38,29.73,35.80,44.09,54.08,64.11,"94,390","61,840","74,470","91,700","112,490","133,360"
21755,35,New Mexico,29-1141,Registered Nurses,"17,350",35.24,26.14,30.40,35.18,39.81,46.07,"73,300","54,370","63,230","73,180","82,810","95,820"
21756,35,New Mexico,29-1151,Nurse Anesthetists,170,78.04,22.44,64.60,79.64,94.71,#,"162,320","46,670","134,360","165,650","197,000",#
21757,35,New Mexico,29-1161,Nurse Midwives,90,47.48,27.44,39.84,50.11,57.96,63.28,"98,750","57,070","82,860","104,230","120,550","131,630"
21758,35,New Mexico,29-1171,Nurse Practitioners,"1,110",53.81,40.52,45.96,53.71,61.12,70.87,"111,930","84,270","95,600","111,720","127,120","147,410"
21759,35,New Mexico,29-1181,Audiologists,70,36.54,25.41,29.79,35.76,42.81,48.20,"76,010","52,860","61,960","74,370","89,040","100,260"
21760,35,New Mexico,29-1211,Anesthesiologists,**,133.24,89.75,#,#,#,#,"277,140","186,680",#,#,#,#
21761,35,New Mexico,29-1215,Family Medicine Physicians,710,79.04,25.19,52.07,70.35,99.91,#,"164,400","52,400","108,310","146,320","207,820",#
21762,35,New Mexico,29-1216,General Internal Medicine Physicians,130,134.91,96.47,#,#,#,#,"280,620","200,650",#,#,#,#
21763,35,New Mexico,29-1218,Obstetricians and Gynecologists,100,124.22,35.72,#,#,#,#,"258,380","74,290",#,#,#,#
21764,35,New Mexico,29-1221,"Pediatricians, General",140,92.49,33.72,63.88,91.46,#,#,"192,390","70,140","132,870","190,240",#,#
21765,35,New Mexico,29-1223,Psychiatrists,100,115.55,71.40,82.04,#,#,#,"240,350","148,500","170,630",#,#,#
21766,35,New Mexico,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric","2,120",110.47,53.12,69.69,#,#,#,"229,770","110,490","144,950",#,#,#
21767,35,New Mexico,29-1248,"Surgeons, Except Ophthalmologists",**,119.59,51.52,82.92,#,#,#,"248,740","107,170","172,470",#,#,#
21768,35,New Mexico,29-1292,Dental Hygienists,"1,180",36.04,17.30,30.92,37.56,44.71,50.14,"74,960","35,980","64,310","78,120","93,000","104,280"
21769,35,New Mexico,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",120,33.39,12.45,21.71,31.35,38.80,49.11,"69,460","25,890","45,150","65,220","80,710","102,150"
21770,35,New Mexico,29-2010,Clinical Laboratory Technologists and Technicians,"1,350",23.66,13.98,17.11,22.43,29.33,36.26,"49,210","29,080","35,590","46,660","61,010","75,410"
21771,35,New Mexico,29-2031,Cardiovascular Technologists and Technicians,330,27.75,15.57,18.45,27.51,35.79,42.27,"57,720","32,390","38,380","57,220","74,450","87,930"
21772,35,New Mexico,29-2032,Diagnostic Medical Sonographers,500,31.95,9.63,27.62,33.44,38.54,44.95,"66,460","20,020","57,450","69,550","80,150","93,510"
21773,35,New Mexico,29-2033,Nuclear Medicine Technologists,110,36.55,27.94,32.19,35.87,40.20,47.27,"76,020","58,130","66,950","74,620","83,610","98,320"
21774,35,New Mexico,29-2034,Radiologic Technologists and Technicians,"1,280",28.43,20.57,23.46,27.74,32.86,38.28,"59,140","42,790","48,790","57,690","68,340","79,610"
21775,35,New Mexico,29-2035,Magnetic Resonance Imaging Technologists,120,33.89,26.17,29.76,33.83,37.77,43.46,"70,490","54,430","61,910","70,370","78,560","90,390"
21776,35,New Mexico,29-2040,Emergency Medical Technicians and Paramedics,"1,410",17.50,10.97,13.11,16.53,20.69,25.92,"36,410","22,820","27,270","34,380","43,040","53,910"
21777,35,New Mexico,29-2051,Dietetic Technicians,210,12.02,8.63,9.54,11.61,14.17,16.38,"25,000","17,940","19,850","24,160","29,480","34,070"
21778,35,New Mexico,29-2052,Pharmacy Technicians,"2,340",16.66,12.55,14.22,16.51,18.63,22.00,"34,650","26,100","29,580","34,340","38,750","45,760"
21779,35,New Mexico,29-2053,Psychiatric Technicians,920,15.04,9.56,11.32,13.42,16.12,25.49,"31,290","19,880","23,550","27,900","33,520","53,030"
21780,35,New Mexico,29-2055,Surgical Technologists,720,21.61,15.64,17.41,20.86,25.89,29.47,"44,950","32,530","36,220","43,380","53,840","61,290"
21781,35,New Mexico,29-2056,Veterinary Technologists and Technicians,620,17.19,10.74,13.68,17.12,20.88,23.87,"35,750","22,340","28,450","35,610","43,420","49,650"
21782,35,New Mexico,29-2057,Ophthalmic Medical Technicians,330,18.00,13.08,14.26,16.70,21.30,24.85,"37,440","27,200","29,670","34,730","44,300","51,690"
21783,35,New Mexico,29-2061,Licensed Practical and Licensed Vocational Nurses,"2,120",23.24,16.19,19.74,23.35,27.51,30.32,"48,330","33,680","41,050","48,560","57,220","63,070"
21784,35,New Mexico,29-2081,"Opticians, Dispensing",440,16.04,11.86,13.12,14.93,18.22,22.86,"33,360","24,670","27,290","31,050","37,900","47,560"
21785,35,New Mexico,29-2092,Hearing Aid Specialists,**,20.80,13.09,14.42,21.64,25.38,29.16,"43,260","27,220","29,990","45,020","52,790","60,660"
21786,35,New Mexico,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other","1,820",21.28,12.10,14.62,18.90,26.43,34.65,"44,260","25,170","30,420","39,300","54,980","72,070"
21787,35,New Mexico,29-9091,Athletic Trainers,50,*,*,*,*,*,*,"52,420","34,470","40,950","52,210","64,160","74,810"
21788,35,New Mexico,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",360,25.45,13.53,18.79,23.11,28.22,41.99,"52,940","28,150","39,090","48,060","58,690","87,340"
21790,35,New Mexico,31-1120,Home Health and Personal Care Aides,"30,230",10.92,8.36,9.07,10.39,12.05,14.40,"22,720","17,390","18,860","21,620","25,060","29,960"
21791,35,New Mexico,31-1131,Nursing Assistants,"5,620",13.87,10.04,11.45,13.58,15.99,18.58,"28,850","20,880","23,830","28,250","33,270","38,640"
21792,35,New Mexico,31-1132,Orderlies,150,13.77,10.69,11.73,13.34,15.18,17.38,"28,640","22,230","24,390","27,750","31,580","36,140"
21793,35,New Mexico,31-1133,Psychiatric Aides,250,15.53,10.61,12.82,15.54,17.99,20.00,"32,310","22,060","26,670","32,320","37,420","41,600"
21794,35,New Mexico,31-2011,Occupational Therapy Assistants,170,27.90,17.22,22.95,28.26,32.19,37.88,"58,040","35,820","47,730","58,780","66,950","78,800"
21795,35,New Mexico,31-2021,Physical Therapist Assistants,600,24.61,11.85,15.93,25.55,31.23,36.49,"51,190","24,650","33,140","53,140","64,960","75,910"
21796,35,New Mexico,31-2022,Physical Therapist Aides,280,13.72,9.93,11.73,13.67,15.43,18.19,"28,540","20,660","24,400","28,440","32,090","37,840"
21797,35,New Mexico,31-9011,Massage Therapists,400,22.81,10.02,16.00,19.84,31.56,37.57,"47,450","20,840","33,290","41,260","65,640","78,140"
21798,35,New Mexico,31-9091,Dental Assistants,"2,830",17.94,13.20,14.81,17.49,20.45,23.81,"37,310","27,450","30,810","36,380","42,530","49,530"
21799,35,New Mexico,31-9092,Medical Assistants,"6,750",15.18,11.06,13.02,14.73,17.32,19.82,"31,570","23,000","27,090","30,640","36,030","41,230"
21800,35,New Mexico,31-9093,Medical Equipment Preparers,260,17.60,12.21,14.80,17.17,19.79,23.74,"36,600","25,390","30,790","35,710","41,170","49,390"
21801,35,New Mexico,31-9094,Medical Transcriptionists,**,19.16,13.54,15.65,18.84,22.35,26.21,"39,840","28,170","32,550","39,180","46,490","54,510"
21802,35,New Mexico,31-9095,Pharmacy Aides,80,14.21,10.55,12.12,13.64,17.08,19.24,"29,570","21,930","25,210","28,380","35,520","40,010"
21803,35,New Mexico,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,690,11.87,8.98,9.99,11.43,13.35,15.43,"24,700","18,680","20,770","23,770","27,770","32,090"
21804,35,New Mexico,31-9097,Phlebotomists,670,16.04,12.32,13.33,14.93,18.19,21.98,"33,370","25,620","27,730","31,060","37,830","45,710"
21805,35,New Mexico,31-9099,"Healthcare Support Workers, All Other",620,18.45,11.39,14.85,18.72,21.54,24.99,"38,370","23,690","30,890","38,940","44,810","51,970"
21879,35,New Mexico,41-1011,First-Line Supervisors of Retail Sales Workers,"8,170",19.73,11.52,13.99,17.49,23.32,30.05,"41,040","23,960","29,100","36,380","48,500","62,500"
21880,35,New Mexico,41-1012,First-Line Supervisors of Non-Retail Sales Workers,880,29.54,17.57,24.54,29.71,35.82,39.93,"61,450","36,560","51,030","61,800","74,510","83,060"
